Order-ref,Channel,Order_Status,OCD,Age_Status
ref_875911443,Business,Completed,01/04/2019,
ref_875911228,Business,Completed,01/04/2019,
ref_875908001,Business,Completed,01/04/2019,
ref_875901805,Business,Cease Completed,01/04/2019,
ref_875901744,Business,Cease Completed,01/04/2019,
ref_875901722,Business,Cease Completed,01/04/2019,
ref_875901647,Carrier,Cease Completed,01/04/2019,
ref_875901531,Business,Cease Completed,01/04/2019,
ref_875901455,Internal,Cease Completed,01/04/2019,
ref_875901425,Internal,Cease Completed,01/04/2019,
ref_875901407,Internal,Cease Completed,01/04/2019,
ref_875901308,Carrier,Cease Completed,01/04/2019,
ref_875901189,Carrier,Cease Completed,01/04/2019,
ref_875895060,Carrier,Cease Completed,01/04/2019,
ref_875894913,Carrier,Cease Completed,01/04/2019,
ref_875825841,Business,Completed,01/04/2019,
ref_875825571,Business,Completed,01/04/2019,
ref_875749647,Business,Completed,01/04/2019,
ref_875749525,Carrier,Cease Completed,01/04/2019,
ref_875749506,Business,Cease Completed,01/04/2019,
ref_875749476,Business,Cease Completed,01/04/2019,
ref_875749455,Business,Cease Completed,01/04/2019,
ref_875749432,Business,Cease Completed,01/04/2019,
ref_875749408,Business,Cease Completed,01/04/2019,
ref_875958200,Business,Completed,02/04/2019,
ref_875954321,Internal,Cease Completed,02/04/2019,
ref_875954196,Business,Cancelled,02/04/2019,Backlog
ref_875950993,Business,In Progress,02/04/2019,BAU
ref_875950773,Business,In Progress,02/04/2019,BAU
ref_875950417,Business,In Progress,02/04/2019,BAU
ref_875946139,Business,Cease Completed,02/04/2019,
ref_875934261,Business,In Progress,02/04/2019,Backlog
ref_875933079,Business,In Progress,02/04/2019,BAU
ref_875932434,Business,Completed,02/04/2019,
ref_875918083,Business,Cease Completed,02/04/2019,
ref_875917896,Business,Cease Completed,02/04/2019,
ref_875917708,Business,Cease Completed,02/04/2019,
ref_875917604,Business,Cease Completed,02/04/2019,
ref_875917547,Business,Cease Completed,02/04/2019,
ref_875917472,Business,Cease Completed,02/04/2019,
ref_875917437,Business,Cease Completed,02/04/2019,
ref_875917416,Business,Cease Completed,02/04/2019,
ref_875917318,Business,Cease Completed,02/04/2019,
ref_875917297,Business,Cease Completed,02/04/2019,
ref_875906029,Business,Completed,02/04/2019,
ref_875905461,Business,Completed,02/04/2019,
ref_875905255,Business,Completed,02/04/2019,
ref_875896894,Internal,Completed,02/04/2019,
ref_875753049,Business,Cease Completed,02/04/2019,
ref_875753030,Business,Cease Completed,02/04/2019,
ref_875752959,Business,Cease Completed,02/04/2019,
ref_875752937,Business,Cease Completed,02/04/2019,
ref_876006328,Carrier,Cease Completed,03/04/2019,
ref_876006255,Carrier,Cease Completed,03/04/2019,
ref_876006184,Carrier,Cease Completed,03/04/2019,
ref_876006113,Carrier,Cease Completed,03/04/2019,
ref_876001555,Business,Completed,03/04/2019,
ref_876001359,Business,In Progress,03/04/2019,BAU
ref_876001164,Business,In Progress,03/04/2019,Backlog
ref_875931551,Carrier,Completed,03/04/2019,
ref_875920632,Business,Completed,03/04/2019,
ref_875898972,Business,Cease Completed,03/04/2019,
ref_875898953,Business,Cease Completed,03/04/2019,
ref_875898932,Business,Cease Completed,03/04/2019,
ref_875898905,Business,Cease Completed,03/04/2019,
ref_875898886,Business,Cease Completed,03/04/2019,
ref_875898681,Carrier,Cease Completed,03/04/2019,
ref_875898613,Carrier,Cease Completed,03/04/2019,
ref_875898544,Business,Cease Completed,03/04/2019,
ref_875887679,Business,Cease Completed,03/04/2019,
ref_875780676,Business,Cease Completed,03/04/2019,
ref_875777811,Carrier,Cease Completed,03/04/2019,
ref_875755641,Carrier,Completed,03/04/2019,
ref_875729040,Business,Completed,03/04/2019,
ref_876060116,Business,Cease Completed,04/04/2019,
ref_876054737,Business,Cease Completed,04/04/2019,
ref_876054638,Business,Cease Completed,04/04/2019,
ref_876054549,Business,Cease Completed,04/04/2019,
ref_876054478,Business,Cease Completed,04/04/2019,
ref_876054351,Business,Cease Completed,04/04/2019,
ref_876054207,Business,Cease Completed,04/04/2019,
ref_876054113,Business,Cease Completed,04/04/2019,
ref_876041214,Internal,Completed,04/04/2019,
ref_875988375,Carrier,Completed,04/04/2019,
ref_875988183,Carrier,Completed,04/04/2019,
ref_875977063,Business,Cease Completed,04/04/2019,
ref_875977007,Business,Cease Completed,04/04/2019,
ref_875976978,Business,Cease Completed,04/04/2019,
ref_875976943,Business,Cease Completed,04/04/2019,
ref_875973051,Business,Completed,04/04/2019,
ref_875972811,Internal,Completed,04/04/2019,
ref_875972430,Business,Completed,04/04/2019,
ref_875934821,Carrier,Completed,04/04/2019,
ref_875934711,Carrier,Parked,04/04/2019,BAU Parked
ref_875934661,Carrier,Completed,04/04/2019,
ref_876119592,Business,Cancelled,05/04/2019,BAU
ref_876119172,Business,In Progress,05/04/2019,BAU
ref_876115722,Business,Completed,05/04/2019,
ref_876106029,Business,Completed,05/04/2019,
ref_876105826,Business,Completed,05/04/2019,
ref_876105616,Business,In Progress,05/04/2019,BAU
ref_876105332,Business,In Progress,05/04/2019,BAU
ref_876102609,Business,Completed,05/04/2019,
ref_876102285,Business,Cancelled,05/04/2019,BAU
ref_876092514,Business,Cease Completed,05/04/2019,
ref_876092383,Carrier,Cease Completed,05/04/2019,
ref_876092281,Carrier,Cease Completed,05/04/2019,
ref_876092143,Carrier,Cease Completed,05/04/2019,
ref_876090079,Business,Cease Completed,05/04/2019,
ref_876087686,Business,Completed,05/04/2019,
ref_876087450,Business,Completed,05/04/2019,
ref_876087253,Business,Completed,05/04/2019,
ref_876069481,Business,Completed,05/04/2019,
ref_876035560,Business,Cancelled,05/04/2019,Backlog
ref_876035541,Business,Cancelled,05/04/2019,Backlog
ref_876035522,Business,Cancelled,05/04/2019,Backlog
ref_876035499,Business,Cancelled,05/04/2019,Backlog
ref_876035466,Business,Cancelled,05/04/2019,Backlog
ref_876035368,Business,Cancelled,05/04/2019,Backlog
ref_876015043,Business,Completed,05/04/2019,
ref_876014835,Business,Completed,05/04/2019,
ref_876014621,Business,Cancelled,05/04/2019,BAU
ref_876014355,Business,Completed,05/04/2019,
ref_875755791,Business,Completed,05/04/2019,
ref_876200361,Business,Completed,08/04/2019,
ref_876195454,Business,In Progress,08/04/2019,BAU
ref_876195208,Business,Completed,08/04/2019,
ref_876193862,Business,Cancelled,08/04/2019,BAU
ref_876193642,Business,Completed,08/04/2019,
ref_876193441,Business,Completed,08/04/2019,
ref_876193214,Business,Completed,08/04/2019,
ref_876186914,Carrier,Cease Completed,08/04/2019,
ref_876186839,Business,Cease Completed,08/04/2019,
ref_876179004,Business,Cancelled,08/04/2019,BAU
ref_876178795,Internal,Completed,08/04/2019,
ref_876178609,Internal,Completed,08/04/2019,
ref_876178427,Internal,In Progress,08/04/2019,BAU
ref_876178221,Internal,Completed,08/04/2019,
ref_876174296,Business,Completed,08/04/2019,
ref_876078083,Business,Completed,08/04/2019,
ref_876077715,Business,Completed,08/04/2019,
ref_876069971,Business,Completed,08/04/2019,
ref_876061741,Business,Cease Completed,08/04/2019,
ref_876061718,Business,Cease Completed,08/04/2019,
ref_876061695,Business,Cease Completed,08/04/2019,
ref_876061671,Business,Cease Completed,08/04/2019,
ref_876032479,Business,Cease Completed,08/04/2019,
ref_876007038,Internal,Completed,08/04/2019,
ref_876006854,Internal,Completed,08/04/2019,
ref_876006585,Internal,Completed,08/04/2019,
ref_876247049,Business,Cancelled,09/04/2019,BAU
ref_876240111,Business,Cancelled,09/04/2019,Backlog
ref_876240101,Business,Parked,09/04/2019,BAU Parked
ref_876237347,Business,Completed,09/04/2019,
ref_876237101,Business,Completed,09/04/2019,
ref_876225241,Business,Completed,09/04/2019,
ref_876223111,Carrier,Parked,09/04/2019,BAU Parked
ref_876220326,Business,Completed,09/04/2019,
ref_876220112,Business,Completed,09/04/2019,
ref_876216588,Business,Cease Completed,09/04/2019,
ref_876216565,Business,Cease Completed,09/04/2019,
ref_876216542,Business,Cease Completed,09/04/2019,
ref_876216519,Business,Cease Completed,09/04/2019,
ref_876216486,Business,Cease Completed,09/04/2019,
ref_876208715,Business,Cease Completed,09/04/2019,
ref_876208603,Business,Cease Completed,09/04/2019,
ref_876208466,Business,Cease Completed,09/04/2019,
ref_876208376,Business,Cease Completed,09/04/2019,
ref_876208254,Business,Cease Completed,09/04/2019,
ref_876202811,Business,Completed,09/04/2019,
ref_876202371,Carrier,Completed,09/04/2019,
ref_876200751,Carrier,Completed,09/04/2019,
ref_876129895,Business,Cease Completed,09/04/2019,
ref_876064653,Business,Completed,09/04/2019,
ref_876288481,Carrier,Completed,10/04/2019,
ref_876288391,Carrier,Cancelled,10/04/2019,Backlog
ref_876287098,Business,Cease Completed,10/04/2019,
ref_876286944,Carrier,Cease Completed,10/04/2019,
ref_876286606,Business,Cancelled,10/04/2019,BAU
ref_876286540,Business,Cancelled,10/04/2019,BAU
ref_876286358,Business,Cancelled,10/04/2019,BAU
ref_876286175,Business,Cancelled,10/04/2019,BAU
ref_876281031,Business,Completed,10/04/2019,
ref_876280430,Business,Completed,10/04/2019,
ref_876240721,Carrier,Completed,10/04/2019,
ref_876231439,Business,Cease Completed,10/04/2019,
ref_876231416,Business,Cease Completed,10/04/2019,
ref_876231393,Business,Cease Completed,10/04/2019,
ref_876231370,Business,Cease Completed,10/04/2019,
ref_876231347,Business,Cease Completed,10/04/2019,
ref_876228871,Business,Cease Completed,10/04/2019,
ref_876228731,Business,Cease Completed,10/04/2019,
ref_876228643,Business,Cease Completed,10/04/2019,
ref_876228489,Business,Cease Completed,10/04/2019,
ref_876228436,Business,Cease Completed,10/04/2019,
ref_876226011,Internal,Completed,10/04/2019,
ref_876225971,Internal,Completed,10/04/2019,
ref_876225921,Internal,Completed,10/04/2019,
ref_876223401,Carrier,In Progress,10/04/2019,BAU
ref_876138995,Business,In Progress,10/04/2019,Backlog
ref_876361113,Carrier,Completed,11/04/2019,
ref_876348215,Internal,Completed,11/04/2019,
ref_876345996,Internal,In Progress,11/04/2019,BAU
ref_876345794,Internal,Completed,11/04/2019,
ref_876345582,Internal,Completed,11/04/2019,
ref_876345394,Internal,Completed,11/04/2019,
ref_876345200,Internal,Completed,11/04/2019,
ref_876343423,Business,Cease Completed,11/04/2019,
ref_876343315,Carrier,Cease Completed,11/04/2019,
ref_876314653,Business,Cease Completed,11/04/2019,
ref_876314545,Business,Cease Completed,11/04/2019,
ref_876275773,Business,Completed,11/04/2019,
ref_876275410,Business,In Progress,11/04/2019,BAU
ref_876244834,Internal,Completed,11/04/2019,
ref_876244238,Internal,Completed,11/04/2019,
ref_876167808,Business,Cease Completed,11/04/2019,
ref_876167775,Business,Cease Completed,11/04/2019,
ref_876167755,Business,Cease Completed,11/04/2019,
ref_876572792,Business,Completed,15/04/2019,
ref_876572527,Business,Completed,15/04/2019,
ref_876570681,Business,Parked,15/04/2019,Project Parked
ref_876570470,Business,Completed,15/04/2019,
ref_876570271,Business,Completed,15/04/2019,
ref_876563343,Business,Cease Completed,15/04/2019,
ref_876556331,Business,In Progress,15/04/2019,BAU
ref_876556101,Carrier,Completed,15/04/2019,
ref_876552391,Business,Completed,15/04/2019,
ref_876552121,Business,Completed,15/04/2019,
ref_876548471,Business,Cease Completed,15/04/2019,
ref_876548399,Business,Cease Completed,15/04/2019,
ref_876548308,Business,Cease Completed,15/04/2019,
ref_876548189,Business,Cease Completed,15/04/2019,
ref_876545184,Business,Completed,15/04/2019,
ref_876544421,Business,Completed,15/04/2019,
ref_876544401,Business,Completed,15/04/2019,
ref_876539554,Business,In Progress,15/04/2019,BAU
ref_876539201,Business,Cancelled,15/04/2019,Backlog
ref_876533314,Business,Cancelled,15/04/2019,Backlog
ref_876533291,Business,Cancelled,15/04/2019,Backlog
ref_876533268,Business,Cancelled,15/04/2019,Backlog
ref_876533230,Business,Cancelled,15/04/2019,Backlog
ref_876533207,Business,Cancelled,15/04/2019,Backlog
ref_876533141,Business,Cease Completed,15/04/2019,
ref_876519221,Internal,Completed,15/04/2019,
ref_876519139,Internal,Completed,15/04/2019,
ref_876404151,Business,Completed,12/04/2019,
ref_876400131,Internal,In Progress,12/04/2019,BAU
ref_876393211,Carrier,In Progress,12/04/2019,BAU
ref_876387131,Internal,Cease Completed,12/04/2019,
ref_876387110,Internal,Cease Completed,12/04/2019,
ref_876385602,Internal,Cancelled,12/04/2019,Backlog
ref_876385102,Business,Cease Completed,12/04/2019,
ref_876378891,Carrier,In Progress,12/04/2019,BAU
ref_876378201,Carrier,Completed,12/04/2019,
ref_876346901,Carrier,In Progress,12/04/2019,Backlog
ref_876346491,Carrier,In Progress,12/04/2019,BAU
ref_876318641,Business,Completed,12/04/2019,
ref_876318394,Business,Completed,12/04/2019,
ref_876295991,Carrier,Completed,12/04/2019,
ref_876290079,Business,Cease Completed,12/04/2019,
ref_876290056,Business,Cease Completed,12/04/2019,
ref_876290031,Business,Cease Completed,12/04/2019,
ref_876289987,Business,Cease Completed,12/04/2019,
ref_876713123,Carrier,Cancelled,16/04/2019,Backlog
ref_876712388,Business,Completed,16/04/2019,
ref_876712176,Business,Completed,16/04/2019,
ref_876708561,Business,Completed,16/04/2019,
ref_876708375,Business,Completed,16/04/2019,
ref_876708189,Business,Completed,16/04/2019,
ref_876705003,Business,Completed,16/04/2019,
ref_876704817,Business,Completed,16/04/2019,
ref_876704619,Business,Completed,16/04/2019,
ref_876704433,Business,Completed,16/04/2019,
ref_876704247,Business,Completed,16/04/2019,
ref_876703854,Carrier,Completed,16/04/2019,
ref_876703071,Carrier,Cancelled,16/04/2019,Backlog
ref_876703017,Carrier,Cancelled,16/04/2019,Backlog
ref_876702953,Carrier,Cancelled,16/04/2019,Backlog
ref_876702671,Business,Cease Completed,16/04/2019,
ref_876702595,Business,Cease Completed,16/04/2019,
ref_876702517,Business,Cease Completed,16/04/2019,
ref_876702426,Business,Cease Completed,16/04/2019,
ref_876694061,Business,Completed,16/04/2019,
ref_876693875,Business,Completed,16/04/2019,
ref_876693627,Business,Completed,16/04/2019,
ref_876693439,Business,Completed,16/04/2019,
ref_876693249,Business,Completed,16/04/2019,
ref_876686828,Internal,Completed,16/04/2019,
ref_876686614,Business,Completed,16/04/2019,
ref_876686400,Business,Completed,16/04/2019,
ref_876686159,Business,Completed,16/04/2019,
ref_876685111,Carrier,Completed,16/04/2019,
ref_876683161,Carrier,Completed,16/04/2019,
ref_876676464,Internal,Completed,16/04/2019,
ref_876675361,Business,Cease Completed,16/04/2019,
ref_876675332,Business,Cease Completed,16/04/2019,
ref_876675303,Business,Cease Completed,16/04/2019,
ref_876675284,Business,Cease Completed,16/04/2019,
ref_876672432,Carrier,Cancelled,16/04/2019,Backlog
ref_876672181,Carrier,Cancelled,16/04/2019,Backlog
ref_876662381,Carrier,Completed,16/04/2019,
ref_876653379,Business,Completed,16/04/2019,
ref_876634860,Business,Cease Completed,16/04/2019,
ref_876634492,Business,Cease Completed,16/04/2019,
ref_876630065,Business,Completed,16/04/2019,
ref_876629865,Business,Completed,16/04/2019,
ref_876629679,Business,Completed,16/04/2019,
ref_876629488,Business,Completed,16/04/2019,
ref_876629278,Business,Completed,16/04/2019,
ref_876777137,Business,Completed,17/04/2019,
ref_876768810,Business,Completed,17/04/2019,
ref_876768563,Business,Completed,17/04/2019,
ref_876768117,Business,Completed,17/04/2019,
ref_876762396,Business,Cease Completed,17/04/2019,
ref_876762352,Business,Cease Completed,17/04/2019,
ref_876762334,Business,Cease Completed,17/04/2019,
ref_876762289,Business,Cease Completed,17/04/2019,
ref_876762271,Business,Cease Completed,17/04/2019,
ref_876762230,Business,Cease Completed,17/04/2019,
ref_876762146,Carrier,Cease Completed,17/04/2019,
ref_876757799,Business,Cancelled,17/04/2019,BAU
ref_876757592,Business,Cancelled,17/04/2019,BAU
ref_876757384,Business,Cancelled,17/04/2019,BAU
ref_876757192,Business,Completed,17/04/2019,
ref_876755006,Business,Completed,17/04/2019,
ref_876754812,Business,Completed,17/04/2019,
ref_876754609,Business,Completed,17/04/2019,
ref_876754408,Business,Completed,17/04/2019,
ref_876753073,Carrier,Cease Completed,17/04/2019,
ref_876752998,Carrier,Cease Completed,17/04/2019,
ref_876752917,Business,Cease Completed,17/04/2019,
ref_876752835,Carrier,Cease Completed,17/04/2019,
ref_876689211,Business,Completed,17/04/2019,
ref_876683431,Carrier,Parked,17/04/2019,BAU Parked
ref_876676010,Business,Completed,17/04/2019,
ref_876675809,Business,Cancelled,17/04/2019,BAU
ref_876675546,Business,Cancelled,17/04/2019,BAU
ref_876674860,Carrier,Cancelled,17/04/2019,BAU
ref_876674362,Business,Completed,17/04/2019,
ref_876664781,Carrier,Completed,17/04/2019,
ref_876660921,Carrier,Completed,17/04/2019,
ref_876652572,Business,Cease Completed,17/04/2019,
ref_876652549,Business,Cease Completed,17/04/2019,
ref_876652526,Business,Cease Completed,17/04/2019,
ref_876652501,Business,Cease Completed,17/04/2019,
ref_876652478,Business,Cease Completed,17/04/2019,
ref_876820621,Business,Completed,18/04/2019,
ref_876820423,Business,Completed,18/04/2019,
ref_876820157,Business,Completed,18/04/2019,
ref_876816876,Business,Completed,18/04/2019,
ref_876812219,Business,Completed,18/04/2019,
ref_876808321,Business,Completed,18/04/2019,
ref_876808101,Business,Completed,18/04/2019,
ref_876805858,Business,Cancelled,18/04/2019,BAU
ref_876796347,Carrier,Completed,18/04/2019,
ref_876750191,Business,Completed,18/04/2019,
ref_876736319,Carrier,Completed,18/04/2019,
ref_876710864,Business,Cease Completed,18/04/2019,
ref_876710834,Business,Cease Completed,18/04/2019,
ref_876710794,Business,Cease Completed,18/04/2019,
ref_876710754,Business,Cease Completed,18/04/2019,
ref_876710736,Business,Cease Completed,18/04/2019,
ref_876710646,Business,Cease Completed,18/04/2019,
ref_876710575,Business,Cease Completed,18/04/2019,
ref_876689301,Carrier,Completed,18/04/2019,
ref_876685951,Carrier,Completed,18/04/2019,
ref_876684701,Carrier,Completed,18/04/2019,
ref_876683501,Carrier,Completed,18/04/2019,
ref_876666836,Business,In Progress,18/04/2019,BAU
ref_876666454,Business,In Progress,18/04/2019,BAU
ref_876663933,Business,Cease Completed,18/04/2019,
ref_876663900,Business,Cease Completed,18/04/2019,
ref_876663873,Business,Cease Completed,18/04/2019,
ref_876663850,Business,Cease Completed,18/04/2019,
ref_876663826,Business,Cease Completed,18/04/2019,
ref_876662941,Carrier,Completed,18/04/2019,
ref_876661961,Carrier,Completed,18/04/2019,
ref_876661761,Carrier,Completed,18/04/2019,
ref_876658941,Business,Completed,18/04/2019,
ref_876658741,Carrier,Completed,18/04/2019,
ref_876657461,Carrier,Completed,18/04/2019,
ref_876847201,Business,Cancelled,19/04/2019,Backlog
ref_876846691,Internal,Cancelled,19/04/2019,Backlog
ref_876846415,Business,Completed,19/04/2019,
ref_876846175,Business,Completed,19/04/2019,
ref_876844975,Business,Completed,19/04/2019,
ref_876844442,Business,Completed,19/04/2019,
ref_876844239,Business,Cancelled,19/04/2019,BAU
ref_876766758,Business,Cease Completed,19/04/2019,
ref_876766735,Business,Cease Completed,19/04/2019,
ref_876766711,Business,Cease Completed,19/04/2019,
ref_876766678,Business,Cease Completed,19/04/2019,
ref_876766655,Business,Cease Completed,19/04/2019,
ref_876766631,Business,Cease Completed,19/04/2019,
ref_876762949,Business,Completed,19/04/2019,
ref_876762716,Business,Completed,19/04/2019,
ref_876689351,Business,Completed,19/04/2019,
ref_876673033,Business,Cancelled,19/04/2019,BAU
ref_877018910,Business,Cease Completed,24/04/2019,
ref_877018822,Business,Cease Completed,24/04/2019,
ref_877018799,Business,Cease Completed,24/04/2019,
ref_877018773,Business,Cease Completed,24/04/2019,
ref_877018716,Business,Cease Completed,24/04/2019,
ref_877018685,Business,Cease Completed,24/04/2019,
ref_877018492,Carrier,Cease Completed,24/04/2019,
ref_877018408,Business,Cease Completed,24/04/2019,
ref_877018293,Carrier,Cease Completed,24/04/2019,
ref_877018185,Carrier,Cease Completed,24/04/2019,
ref_877011212,Business,In Progress,24/04/2019,BAU
ref_877003111,Business,Parked,24/04/2019,BAU Parked
ref_877001313,Carrier,Cease Completed,24/04/2019,
ref_876906717,Business,Cancelled,24/04/2019,Backlog
ref_876906656,Internal,Completed,24/04/2019,
ref_876845744,Business,Cease Completed,24/04/2019,
ref_876845721,Business,Cease Completed,24/04/2019,
ref_876845698,Business,Cease Completed,24/04/2019,
ref_876845675,Business,Cease Completed,24/04/2019,
ref_876845652,Business,Cease Completed,24/04/2019,
ref_876825841,Business,Completed,24/04/2019,
ref_876800671,Business,Parked,24/04/2019,BAU Parked
ref_876777815,Business,Cease Completed,24/04/2019,
ref_876772461,Business,Cease Completed,24/04/2019,
ref_876657611,Business,Completed,24/04/2019,
ref_876959062,Carrier,Cease Completed,23/04/2019,
ref_876958514,Business,Cease Completed,23/04/2019,
ref_876958412,Carrier,Cease Completed,23/04/2019,
ref_876958332,Carrier,Cease Completed,23/04/2019,
ref_876958162,Business,Cease Completed,23/04/2019,
ref_876957061,Business,Cease Completed,23/04/2019,
ref_876956924,Business,Cease Completed,23/04/2019,
ref_876951759,Business,Completed,23/04/2019,
ref_876951528,Business,Completed,23/04/2019,
ref_876825413,Business,Completed,23/04/2019,
ref_876815756,Business,Completed,23/04/2019,
ref_876815536,Business,Completed,23/04/2019,
ref_876815346,Business,Completed,23/04/2019,
ref_876623615,Business,Completed,23/04/2019,
ref_877093826,Business,Completed,25/04/2019,
ref_877093630,Business,Completed,25/04/2019,
ref_877093435,Business,Completed,25/04/2019,
ref_877093219,Business,Completed,25/04/2019,
ref_877089422,Carrier,Cease Completed,25/04/2019,
ref_877089354,Carrier,Cease Completed,25/04/2019,
ref_877086328,Business,Completed,25/04/2019,
ref_877086276,Business,Cease Completed,25/04/2019,
ref_877078022,Business,Completed,25/04/2019,
ref_877077770,Business,Completed,25/04/2019,
ref_877074958,Carrier,Cease Completed,25/04/2019,
ref_877074844,Business,Cease Completed,25/04/2019,
ref_877074815,Business,Cease Completed,25/04/2019,
ref_877074776,Business,Cease Completed,25/04/2019,
ref_877074718,Business,Cease Completed,25/04/2019,
ref_877074682,Business,Cease Completed,25/04/2019,
ref_877074664,Business,Cease Completed,25/04/2019,
ref_877074414,Business,Cease In Progress,25/04/2019,BAU
ref_877074340,Business,Cease Completed,25/04/2019,
ref_877057321,Carrier,Cancelled,25/04/2019,Backlog
ref_877057101,Internal,Cancelled,25/04/2019,BAU
ref_877055944,Business,Completed,25/04/2019,
ref_877055540,Business,Parked,25/04/2019,Project Parked
ref_876946075,Business,Parked,25/04/2019,BAU Parked
ref_876945649,Business,Cease Completed,25/04/2019,
ref_876945626,Business,Cease Completed,25/04/2019,
ref_876945601,Business,Cease Completed,25/04/2019,
ref_876945567,Business,Cease Completed,25/04/2019,
ref_876945560,Business,Parked,25/04/2019,BAU Parked
ref_876939211,Carrier,Completed,25/04/2019,
ref_876906947,Business,Completed,25/04/2019,
ref_877147141,Carrier,Completed,26/04/2019,
ref_877141222,Business,Cease Completed,26/04/2019,
ref_877141199,Business,Cease Completed,26/04/2019,
ref_877141161,Business,Cease Completed,26/04/2019,
ref_877141133,Business,Cease Completed,26/04/2019,
ref_877141114,Business,Cease Completed,26/04/2019,
ref_877130210,Business,Completed,26/04/2019,
ref_877259301,Carrier,Cease Completed,29/04/2019,
ref_877244323,Business,Completed,29/04/2019,
ref_877186816,Business,Cease Completed,29/04/2019,
ref_877186793,Business,Cease Completed,29/04/2019,
ref_877186770,Business,Cease Completed,29/04/2019,
ref_877186746,Business,Cease Completed,29/04/2019,
ref_877186723,Business,Cease Completed,29/04/2019,
ref_877186525,Business,Cease Completed,29/04/2019,
ref_877150551,Carrier,Cancelled,29/04/2019,Backlog
ref_877148181,Business,Completed,29/04/2019,
ref_877147191,Carrier,Completed,29/04/2019,
ref_877147090,Carrier,Cease Completed,29/04/2019,
ref_877147000,Carrier,Cease Completed,29/04/2019,
ref_877146916,Carrier,Cancelled,29/04/2019,Backlog
ref_877146697,Carrier,Cease Completed,29/04/2019,
ref_877146618,Business,Cease Completed,29/04/2019,
ref_877146527,Business,Cease Completed,29/04/2019,
ref_877136263,Business,Completed,29/04/2019,
ref_877129703,Carrier,Cease Completed,29/04/2019,
ref_877129641,Carrier,Cease Completed,29/04/2019,
ref_877129571,Carrier,Cease Completed,29/04/2019,
ref_877129504,Carrier,Cease Completed,29/04/2019,
ref_877129465,Business,Cease Completed,29/04/2019,
ref_877129375,Carrier,Cease Completed,29/04/2019,
ref_877129344,Business,Cease Completed,29/04/2019,
ref_877118978,Business,In Progress,29/04/2019,BAU
ref_877315587,Business,Completed,30/04/2019,
ref_877315370,Business,Completed,30/04/2019,
ref_877307006,Business,Cease Completed,30/04/2019,
ref_877296212,Business,Completed,30/04/2019,
ref_877294035,Business,Completed,30/04/2019,
ref_877293856,Business,Completed,30/04/2019,
ref_877293681,Business,Completed,30/04/2019,
ref_877293505,Business,Completed,30/04/2019,
ref_877293299,Business,Completed,30/04/2019,
ref_877267124,Business,Completed,30/04/2019,
ref_877266938,Business,Completed,30/04/2019,
ref_877266741,Business,Completed,30/04/2019,
ref_877266536,Business,Completed,30/04/2019,
ref_877266490,Internal,Completed,30/04/2019,
ref_877266233,Internal,Completed,30/04/2019,
ref_877175471,Carrier,Completed,30/04/2019,
ref_877162631,Carrier,Completed,30/04/2019,
ref_877151351,Carrier,Completed,30/04/2019,
ref_877147251,Business,Completed,30/04/2019,
ref_877140865,Carrier,Cancelled,30/04/2019,Backlog
ref_877117050,Business,Completed,30/04/2019,
ref_877116798,Business,Completed,30/04/2019,
ref_877115677,Business,Cease Completed,30/04/2019,
ref_877115655,Business,Cease Completed,30/04/2019,
ref_877115615,Business,Cancelled,30/04/2019,Backlog
ref_877115592,Business,Cease Completed,30/04/2019,
ref_877115569,Business,Cease Completed,30/04/2019,
ref_877115544,Business,Cease Completed,30/04/2019,
ref_877115523,Business,Cease Completed,30/04/2019,
ref_877115502,Business,Cease Completed,30/04/2019,
ref_877427310,Business,Cancelled,01/05/2019,Backlog
ref_877423911,Business,Completed,01/05/2019,
ref_877423658,Business,In Progress,01/05/2019,BAU
ref_877415691,Business,Completed,01/05/2019,
ref_877415505,Business,Completed,01/05/2019,
ref_877415311,Business,Completed,01/05/2019,
ref_877412102,Business,Parked,01/05/2019,BAU Parked
ref_877411888,Business,Completed,01/05/2019,
ref_877411712,Business,Completed,01/05/2019,
ref_877411524,Business,Completed,01/05/2019,
ref_877411349,Business,Completed,01/05/2019,
ref_877402193,Business,Cease Completed,01/05/2019,
ref_877402123,Business,Cease Completed,01/05/2019,
ref_877402040,Business,Cease Completed,01/05/2019,
ref_877401991,Business,Cease Completed,01/05/2019,
ref_877401968,Business,Cease Completed,01/05/2019,
ref_877401950,Business,Cease Completed,01/05/2019,
ref_877401835,Business,Cease Completed,01/05/2019,
ref_877401718,Carrier,Cease Completed,01/05/2019,
ref_877401663,Carrier,Cease Completed,01/05/2019,
ref_877401626,Carrier,Cancelled,01/05/2019,Backlog
ref_877401590,Business,Cease Completed,01/05/2019,
ref_877401513,Business,Cease Completed,01/05/2019,
ref_877401441,Carrier,Cease Completed,01/05/2019,
ref_877401321,Carrier,Cease Completed,01/05/2019,
ref_877401234,Business,Cease Completed,01/05/2019,
ref_877390314,Business,Cease Completed,01/05/2019,
ref_877390291,Business,Cease Completed,01/05/2019,
ref_877390266,Business,Cease Completed,01/05/2019,
ref_877390243,Business,Cease Completed,01/05/2019,
ref_877390217,Business,Cease Completed,01/05/2019,
ref_877377156,Business,Completed,01/05/2019,
ref_877376980,Business,Completed,01/05/2019,
ref_877376781,Business,Completed,01/05/2019,
ref_877376605,Business,Completed,01/05/2019,
ref_877376427,Business,Completed,01/05/2019,
ref_877376230,Business,Completed,01/05/2019,
