Channel,Order_Status,Product,Order_Type,New_Delivery_Type,Created_Month,Completed_Month,Order_Manager,Project_Order,On_Time,CT_Ex_Delayed_Days,LT_Tgt,SLT_Status,On_Time_Tgt,Cycle_Time_Tgt,Parked_Tgt,Backlog_Tgt,Age_Status,Project,Country
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,3,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,In Progress, Etherway,Cancellation,Cancellation Domestic 3rd Party,01/08/2019,N/A,LYONSR3,FALSE,On-Time,0,15,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherway,Cancellation,Cancellation Domestic 3rd Party,01/08/2019,N/A,LYONSR3,FALSE,On-Time,0,15,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,MCDONNM6,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,MCDONNM6,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Cancelled, DSL/ IP Connect GLOBAL Bitstream,New,International,01/08/2019,January,HEJLOVS,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,20,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/08/2019,DRIVERI,FALSE,On-Time,9,40,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/08/2019,DRIVERI,FALSE,On-Time,9,40,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,MCDONNM6,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,MCDONNM6,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,COATESL,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,RYANC9,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,RYANC9,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,New,Non-Standard,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Etherflow/ IP Connect Ireland,Cancellation,Cancellation Domestic,01/08/2019,N/A,,FALSE,On-Time,0,15,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,3,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, One Voice Global SIP,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,MCDONNM6,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,MCDONNM6,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,MCDONNM6,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, Etherflow/MPLS,Cancellation,Cancellation International,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,24,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,20,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,In Progress, Etherflow,New,Non-Standard,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Etherflow,New,Quick Connect,01/08/2019,N/A,RYANC9,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,Parked, Etherflow/MPLS,New,Non-Standard,01/08/2019,N/A,SMARTTEM,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,01/08/2019,N/A,SMARTTEM,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,New,Non-Standard,01/08/2019,N/A,SMARTTEM,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,New,Non-Standard,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Parked, Etherflow Internet Connect Global,New,Non-Standard,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,In Progress, Etherflow Internet Connect Global,New,Non-Standard,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, Etherflow Internet Connect Global,New,Non-Standard,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Etherflow Internet Connect Global,New,Non-Standard,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, IP Connect GLOBAL,New,International,01/08/2019,N/A,RYANC9,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,COATESL,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,N/A,COATESL,FALSE,On-Time,0,40,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,COATESL,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,In Progress, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,HEJLOVS,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, Shadow PRI National,New,Standard Domestic,01/08/2019,01/08/2019,ROWLEYN,FALSE,Late,0,25,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Parked, Etherflow,New,Quick Connect,01/08/2019,N/A,HEJLOVS,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,Project Parked,Sky,Switzerland
Carrier,Parked, Etherflow,New,Quick Connect,01/08/2019,N/A,HEJLOVS,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,Project Parked,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,22,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,22,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,26,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,19,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Private Line National,Cancellation,Cancellation International,01/08/2019,01/09/2019,SMARTTEM,FALSE,Late,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/08/2019,01/09/2019,COATESL,FALSE,On-Time,26,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,19,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,22,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,19,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,RYANC9,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,RYANC9,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,14,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,14,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,14,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,14,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,14,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Parked, Etherflow/IP,New,Quick Connect,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,Parked, Etherflow,New,Quick Connect,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,Parked, Etherflow/IP,New,3rd Party Standard,01/08/2019,N/A,RYANC9,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,27,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,27,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Parked, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,HEJLOVS,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Carrier,Parked, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,N/A,HEJLOVS,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Carrier,Parked, Etherflow/MPLS,New,Standard Global,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,26,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,26,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/08/2019,DRIVERI,FALSE,On-Time,5,40,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Parked, Etherflow,New,Quick Connect,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,Parked, One Voice Global SIP,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,In Progress, One Voice Global SIP,New,International,01/08/2019,N/A,COATESL,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,27,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,22,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Completed, One Voice Global SIP,New,International,01/08/2019,01/09/2019,COATESL,TRUE,On-Time,27,100,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,Cancelled, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/08/2019,January,RYANC9,FALSE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Cancelled, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/08/2019,January,MCDONNM6,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/08/2019,01/09/2019,RYANC9,TRUE,On-Time,26,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, MPLS,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, IP Connect GLOBAL,SD Upgrade/Downgrade,Quick Connect,01/08/2019,01/08/2019,COATESL,FALSE,On-Time,1,15,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,New,Quick Connect,01/08/2019,01/09/2019,GIFFNEK,TRUE,On-Time,22,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Carrier,Parked, Etherflow,New,3rd Party Standard,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Carrier,In Progress, Etherflow,New,3rd Party Standard,01/08/2019,N/A,DUFFYM,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Parked, One Voice Global SIP,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Business,Parked, One Voice Global SIP,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU Parked,Sky,Switzerland
Carrier,In Progress, Etherflow,New,3rd Party Standard,01/08/2019,N/A,LYONSR3,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Internal,In Progress, Private Line National,New,Standard Domestic,01/08/2019,N/A,AHMEDSS,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Private Line National,New,Non-Standard,01/08/2019,N/A,SMARTTEM,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Private Line National,New,Non-Standard,01/08/2019,N/A,SMARTTEM,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,N/A,DRIVERI,FALSE,On-Time,0,40,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,N/A,DRIVERI,FALSE,On-Time,0,40,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,N/A,DRIVERI,FALSE,On-Time,0,40,Pass,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/08/2019,01/09/2019,DRIVERI,FALSE,On-Time,25,40,Pass,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,3,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Carrier,Completed, Etherflow,Cancellation,Cancellation Domestic,01/08/2019,01/08/2019,GIFFNEK,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,Sky,Switzerland
Business,In Progress, One Voice Global SIP,SD Upgrade/Downgrade,International,01/08/2019,N/A,COATESL,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,Cancelled, One Voice Global SIP,New,International,01/08/2019,January,,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
Business,In Progress, Internet Connect,New,International,01/08/2019,N/A,GIFFNEK,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Sky,Switzerland
