Order-ref,Channel,Order_Status,Product,Order_Type,New_Delivery_Type,Priority_Order,OCD,ODD,CHD,Parked_Status,Overall_Parked_Days,SRF_REF,Order_Manager,Circuit_Class_Type,Project_Order,On_Time,CT_Ex_Delayed_Days,LT_Tgt,SLT_Status,SLT_Exclusion,Per_Day_€,RFT_Exclusion,CHD_Period,CHD_Week,CHD_Month,CHD_FQ,CHD_FY,Order_In Backlog,Age_Status,Aged_Status,OCD_Period,OCD_Week,OCD_FQ,OCD_FY,ODD_Period,ODD_Week,ODD_FQ,ODD_FY,Group,Group_Manager,On_Time_Tgt,Cycle_Time_Tgt,Parked_Tgt,Backlog_Tgt
ref_894020762,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,13/09/2019,11/11/2019,16/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,13/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_894106641,Business,In Progress, Internet Connect,New,International,P3,13/09/2019,28/10/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,32.3609,FALSE,,,,,,BAU ,BAU,BAU,P 06,13/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_894106891,Business,In Progress, Internet Connect,New,International,P3,13/09/2019,20/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,32.9425,FALSE,,,,,,BAU ,BAU,BAU,P 06,13/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_895391775,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_895391984,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_895392213,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_896236443,Business,In Progress, One Voice Global SIP,New,International,P3,16/09/2019,12/12/2019,,,,,AHMEDSS,International,FALSE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_896236902,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,16/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897327831,Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,P3,17/09/2019,,,,0,,HEJLOVS,Domestic,FALSE, ,,50,,,22.37,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_897328731,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,17/09/2019,11/12/2019,,,0,,LYONSR3,Domestic,FALSE, ,,50,,,11.0163,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897357007,Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,P1a,20/09/2019,20/12/2019,,,,CEDRIC,MCDONNM6,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,20/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897357286,Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,P1a,20/09/2019,20/12/2019,,,,CEDRIC,MCDONNM6,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,20/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897394401,Business,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,P1a,16/09/2019,07/10/2019,,,0,,RYANC9,Domestic,FALSE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897395481,Carrier,In Progress, Optical Connect Nat,New,Non-Standard,P3,16/09/2019,09/12/2019,,,0,,LYONSR3,Domestic,FALSE, ,,60,,,45.6164,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897395491,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,16/09/2019,10/12/2019,,,0,,SMARTTEM,Domestic,FALSE, ,,50,,,16.7068,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897417617,Business,In Progress, One Voice Global SIP,SD Upgrade/Downgrade,International,P1a,16/09/2019,19/11/2019,,,0,,COATESL,International,FALSE, ,,100,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897418050,Business,In Progress, One Voice Global SIP,New,International,P3,16/09/2019,18/11/2019,,,0,,COATESL,International,TRUE, ,,100,,,9.2055,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897444902,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,24/09/2019,,,,GIFFNEK,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897445229,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic,P3,17/09/2019,08/10/2019,17/09/2019,,,,HEJLOVS,Internal,FALSE,On-Time,,15,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897532430,Business,In Progress, One Voice Global SIP,New,International,P3,16/09/2019,20/11/2019,,,,,COATESL,International,TRUE, ,,100,,,1.3151,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897532859,Business,In Progress, MPLS,New,International,P3,16/09/2019,21/11/2019,,,0,,GIFFNEK,International,FALSE, ,,100,,,82.8454,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897533241,Business,In Progress, Internet Connect,New,International,P3,16/09/2019,16/12/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,42.2137,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,20/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897611197,Business,Cease In Progress,GovNet,Cancellation,Cancellation Domestic,P3,16/09/2019,07/11/2019,20/09/2019,,,,AHMEDSS,Internal,FALSE,On-Time,,15,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897636412,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897636613,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897636816,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897637026,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897637225,Internal,In Progress, Private Line National,New,Non-Standard,P3,16/09/2019,23/12/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,27/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_897739372,Business,Cease In Progress, Etherway,Cancellation,Cancellation Global,P3,18/09/2019,06/02/2020,18/09/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 11,07/02/2020,4,2019-2020,,,0.95,0.94,0.09,0.03
ref_897798541,Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,P1a,17/09/2019,25/11/2019,,,,CEDRIC,MCDONNM6,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898486387,Business,Cease In Progress, Etherway Access Only,Cancellation,Cancellation Domestic,P3,23/09/2019,14/10/2019,25/09/2019,,,,GIFFNEK,Internal,FALSE,On-Time,,15,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,27/09/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641202,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641290,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641362,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641434,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,17/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641508,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,17/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641582,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,18/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641874,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,23/09/2019,,,,DRIVERI,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898641952,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,17/09/2019,13/11/2019,25/09/2019,,,,DRIVERI,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898642421,Carrier,In Progress, Etherflow,New,Non-Standard,P3,17/09/2019,,,,0,,HEJLOVS,Domestic,FALSE, ,,60,,,12.5233,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898644591,Carrier,Parked, Etherflow,New,Non-Standard,P4,17/09/2019,,,Y,9,,DUFFYM,Domestic,FALSE, ,,60,,,38.0904,FALSE,,,,,,BAU ,BAU Parked,Parked,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898645421,Carrier,Parked, Etherflow,New,Non-Standard,P4,17/09/2019,,,Y,9,,DUFFYM,Domestic,FALSE, ,,60,,,43.8437,FALSE,,,,,,BAU ,BAU Parked,Parked,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898645431,Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,P3,17/09/2019,22/10/2019,,,0,,HEJLOVS,Domestic,FALSE, ,,50,,,25.4933,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898646431,Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,P3,17/09/2019,,,,0,,HEJLOVS,Domestic,FALSE, ,,50,,,25.085,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898665998,Business,In Progress, One Voice Global SIP,SD Upgrade/Downgrade,International,P1a,17/09/2019,19/11/2019,,,0,,COATESL,International,FALSE, ,,100,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898716448,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,17/09/2019,08/11/2019,,,0,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898716820,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,17/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898717065,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,17/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898717260,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,17/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898718447,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,17/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898718928,Business,In Progress, Internet Connect,New,International,P3,17/09/2019,11/12/2019,,,0,,AHMEDSS,International,FALSE, ,,100,,,3.0904,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898734337,Business,Cease In Progress, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,P3,20/09/2019,18/11/2019,24/09/2019,,,,GIFFNEK,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898735597,Internal,In Progress,Network Updates,Network,Non-Standard,P3,18/09/2019,,,,,,MCDONNM6,Internal,FALSE, ,,60,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898735642,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,18/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898749605,Business,Cease In Progress, Etherway,Cancellation,Cancellation Global,P3,18/09/2019,06/02/2020,18/09/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 11,07/02/2020,4,2019-2020,,,0.95,0.94,0.09,0.03
ref_898749957,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,14/11/2019,18/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898750067,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,14/11/2019,18/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898750141,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,14/11/2019,18/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898750235,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,14/11/2019,27/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898751431,Carrier,In Progress, Etherflow,New,Non-Standard,P3,19/09/2019,,,,0,,SMARTTEM,Domestic,FALSE, ,,60,,,11.611,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898752121,Carrier,In Progress, DSL/ IP Connect GLOBAL Bitstream,New,3rd Party Standard,P3,23/09/2019,22/11/2019,,,0,,LYONSR3,Domestic,FALSE, ,,50,,,1.874,FALSE,,,,,,BAU ,BAU,BAU,P 06,27/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898752411,Business,In Progress, Etherflow/IP,SD Upgrade/Downgrade,Quick Connect,P1a,18/09/2019,16/10/2019,,,0,,HEJLOVS,Domestic,FALSE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898753451,Carrier,In Progress, Etherflow,New,Non-Standard,P3,18/09/2019,,,,3.2236,,SMARTTEM,Domestic,FALSE, ,,60,,,11.611,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898760789,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,13/11/2019,,,,,HEJLOVS,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898760969,Business,Cease In Progress, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,13/11/2019,24/09/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898761083,Business,Cease In Progress, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,P3,18/09/2019,13/11/2019,18/09/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898784501,Business,In Progress, Etherflow/IP,New,Standard Domestic,P3,19/09/2019,24/10/2019,,,0,,AHMEDSS,Domestic,FALSE, ,,25,,,34.6575,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898785631,Carrier,In Progress, Etherflow/MPLS,New,Non-Standard,P3,19/09/2019,08/11/2019,,,0,,DUFFYM,Domestic,FALSE, ,,60,,,8.1179,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898788921,Carrier,In Progress, Etherflow Internet Connect Global,New,3rd Party Standard,P3,19/09/2019,,,,0,,DUFFYM,Domestic,FALSE, ,,50,,,16.4906,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898789141,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,20/09/2019,,,,0,,HEJLOVS,Domestic,TRUE, ,,50,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898789151,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,20/09/2019,,,,0,,HEJLOVS,Domestic,TRUE, ,,50,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898791704,Business,In Progress, MPLS,New,International,P3,19/09/2019,06/12/2019,,,0,,BRADYA,International,FALSE, ,,100,,,19.5288,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 09,06/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898792731,Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,P3,23/09/2019,,,,0,,DUFFYM,Domestic,FALSE, ,,50,,,18.2355,FALSE,,,,,,BAU ,BAU,BAU,P 06,27/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898803550,Internal,In Progress,Network Updates,Network,Non-Standard,P3,19/09/2019,,,,,,MCDONNM6,Internal,FALSE, ,,60,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_898803593,Business,In Progress, One Voice Global SIP,New,International,P3,19/09/2019,22/11/2019,,,,,COATESL,International,TRUE, ,,100,,,1.3151,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898803805,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,19/09/2019,15/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898803992,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,19/09/2019,15/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898804180,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,19/09/2019,15/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898809500,Business,In Progress, One Voice Global SIP,New,International,P3,23/09/2019,11/11/2019,,,,,COATESL,International,TRUE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,27/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898811602,Internal,In Progress, Business Voice,New,Non-Standard,P3,20/09/2019,28/10/2019,,,0,,AHMEDSS,Domestic,FALSE, ,,60,,,8.8767,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_898812313,Business,In Progress, Internet Connect,New,International,P3,20/09/2019,17/01/2020,,,0,,COATESL,International,TRUE, ,,100,,,22.8493,FALSE,,,,,,BAU ,BAU,BAU,P 06,20/09/2019,2,2019-2020,P 10,17/01/2020,4,2019-2020,,,0.95,0.94,0.09,0.03
ref_898822189,Carrier,In Progress, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,P1a,24/09/2019,11/11/2019,,,,CEDRIC,MCDONNM6,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,27/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
